"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"216.3","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"23.1","GP","F",15,"U","GT3","T",4,2,"other","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,3,1,0,"no",4,13,14,14,0,"no",4,15,15,15
"7.2","GP","F",15,"R","GT3","T",3,4,"services","teacher","course","father",2,3,"no","yes","no","yes","yes","yes","yes",4,2,2,2,2,5,2,"no",0,12,0,0,0,"no",0,10,11,12
"114.3","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,5,1,2,5,0,"no",4,10,9,11,0,"no",12,12,12,14
"238","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,"no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,"no",0,13,14,13,0,"no",6,14,14,15
"199.2","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,"yes",0,9,11,12,0,"yes",0,10,11,11
"61","GP","F",16,"U","GT3","T",3,1,"services","other","course","mother",1,4,"yes","yes","no","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,7,7,6,0,"no",0,10,9,10
"291.2","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,"no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,0,"yes",30,8,8,8,0,"no",22,11,11,10
"252.4","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",4,11,11,11,0,"yes",2,12,12,13
"102.2","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,"no","yes","no","yes","yes","no","no",5,2,1,1,2,3,0,"yes",12,8,10,10,0,"no",6,12,11,11
"68.6","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"184.3","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,"no","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,0,"yes",6,16,14,15,0,"no",6,14,13,13
"169.3","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,"no","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,0,"yes",10,10,8,8,0,"no",0,13,14,14
"12.3","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,0,"no",0,8,0,0,0,"no",6,11,12,13
"137.3","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,"no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,0,"yes",0,10,9,0,0,"no",2,10,11,12
"83.3","GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,4,1,2,2,0,"no",4,8,7,6,0,"no",6,13,11,11
"208.4","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,0,"no",6,18,19,19,0,"no",4,13,14,14
"210","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,0,"no",6,11,13,14,0,"no",2,11,12,12
"226.1","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,"yes",2,13,15,16,0,"no",0,16,17,18
"347.4","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,"no","yes","no","yes","yes","yes","yes",5,2,3,1,2,4,0,"yes",0,11,10,10,0,"no",0,10,10,10
"32.3","GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,"no","no","no","yes","yes","yes","no",5,3,4,4,4,1,0,"yes",6,10,13,13,0,"no",0,13,12,13
"218.3","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,"no","no","yes","no","yes","no","no",3,3,2,1,3,3,0,"no",0,8,9,8,0,"no",2,14,13,12
"64.4","GP","F",16,"U","GT3","T",3,3,"other","other","home","mother",1,3,"no","yes","no","yes","yes","yes","yes",4,3,3,1,3,4,0,"yes",0,7,7,8,0,"no",2,9,11,11
"138.4","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,"no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,"no",0,14,15,15,0,"no",8,14,15,16
"119.2","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,0,"no",1,12,14,15,0,"no",0,17,18,17
"224.4","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,0,"yes",8,9,9,10,0,"no",16,10,11,12
"267.2","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,"no","yes","yes","yes","yes","yes","no",5,2,4,1,4,5,1,"no",20,9,7,8,1,"no",14,12,11,11
"192.4","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,"no","no","no","yes","yes","yes","no",3,3,3,1,1,3,0,"no",0,10,10,10,0,"no",0,11,9,10
"64.5","GP","F",16,"U","GT3","T",3,3,"other","other","home","mother",1,3,"no","yes","no","yes","yes","yes","yes",4,3,3,1,3,4,0,"yes",0,7,7,8,0,"no",2,9,11,11
"21.2","GP","F",15,"U","GT3","T",3,2,"services","other","home","mother",2,2,"yes","yes","no","yes","yes","yes","no",4,3,5,1,1,2,0,"yes",26,7,6,6,0,"no",16,11,10,10
"350.5","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,0,"no",0,11,11,10,0,"no",6,13,12,13
"363.3","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,"no","no","no","no","yes","yes","no",4,4,1,3,4,5,0,"no",0,11,12,10,0,"no",4,10,11,11
"326.3","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,"no","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,0,"yes",5,16,15,16,0,"no",0,18,18,17
"101.2","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,"no","yes","no","yes","yes","no","no",3,1,2,1,1,3,0,"yes",6,18,18,18,0,"no",0,18,19,19
"289.5","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,"yes","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,"no",14,11,9,9,0,"no",0,13,13,13
"242.1","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,"no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,0,"no",4,19,19,20,0,"no",2,17,17,17
"346.3","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,"no","no","yes","yes","yes","no","no",1,1,1,1,1,5,1,"no",0,6,5,0,0,"no",6,11,12,9
"357.4","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,"no","no","no","no","yes","yes","no",2,4,5,3,4,2,0,"no",3,14,16,16,0,"no",6,10,10,10
"241.1","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,"no","yes","yes","no","yes","yes","no",3,4,5,2,4,2,2,"no",0,6,5,0,1,"no",4,9,9,10
"110.4","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,"no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,"no",0,8,8,9,0,"no",0,12,11,12
"247.5","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,"yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,0,"yes",14,7,7,5,0,"no",12,9,9,8
"204.1","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,0,"no",4,14,15,15,0,"no",8,15,15,16
"17.2","GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,"no","yes","yes","yes","yes","yes","no",5,2,2,1,1,4,0,"no",4,10,12,12,0,"no",0,10,12,13
"259.2","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",5,4,4,2,4,5,0,"no",0,13,13,12,0,"no",2,10,10,10
"209.3","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"no",2,9,10,9,0,"no",0,14,13,14
"286.1","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,4,2,3,4,0,"no",12,12,12,11,0,"no",6,11,13,14
"344.3","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,"no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,"no",0,19,18,19,0,"no",0,15,17,17
"290","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,"no","no","no","yes","yes","yes","no",4,4,4,3,4,3,1,"no",19,11,9,10,0,"no",18,13,13,13
"311.2","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,"no","no","no","yes","no","yes","no",4,4,5,2,4,5,1,"no",0,6,8,8,0,"no",8,7,8,7
"133.6","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,"no","yes","no","no","yes","yes","yes",4,3,3,1,2,4,0,"yes",4,14,14,14,0,"no",4,15,14,15
"104.1","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,1,"no",0,9,8,0,0,"no",18,10,12,14
"224.5","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,0,"yes",8,9,9,10,0,"no",16,10,11,12
"355.2","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,"no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,0,"no",2,11,11,10,0,"no",4,14,15,16
"340.4","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,"no","no","no","yes","yes","yes","no",4,3,2,1,2,4,0,"no",2,8,8,10,0,"no",4,10,11,12
"240.2","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,"yes",2,12,13,12,0,"no",0,11,12,13
"267.3","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,"no","yes","yes","yes","yes","yes","no",5,2,4,1,4,5,1,"no",20,9,7,8,1,"no",14,12,11,11
"319.1","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,0,"yes",9,15,13,15,0,"no",0,17,17,17
"239.4","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",2,16,18,18,0,"no",4,13,14,14
"322.2","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,"no",2,9,8,8,0,"yes",0,11,11,12
"210.1","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,0,"no",6,11,13,14,0,"no",2,11,12,12
"336.2","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,12,13,13,0,"yes",2,12,12,12
"177.3","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,"no",0,17,16,16,0,"no",0,13,14,15
"287.4","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,0,"no",4,10,10,11,0,"yes",4,11,11,13
"205.3","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,3,"no",0,8,9,10,0,"no",0,12,11,11
"171.3","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,0,"yes",10,8,8,8,0,"no",4,12,12,12
"318","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,"no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,0,"yes",22,9,9,9,0,"no",6,11,12,12
